"Living with Leopards","Yes","2024-05-10","4.100.000","1:11","3.500.000","","","","","","null",""
"Ivy + Bean","Yes","2022-09-02","3.300.000","0:57","3.500.000","","","","","","null",""
"Larva Pendant","Yes","2022-05-25","1.900.000","0:33","3.500.000","","","","","","null",""
"Transformers: Dark of the Moon","No","","8.900.000","2:35","3.400.000","","","","","","null",""
"Prisoners (2013)","No","","8.700.000","2:33","3.400.000","","","","","","null",""
"Pulp Fiction","No","","8.600.000","2:34","3.400.000","","","","","","null",""
"Eat Pray Love","No","","8.000.000","2:20","3.400.000","","","","","","null",""
"Shazam! Fury of the Gods","No","","7.300.000","2:10","3.400.000","","","","","","null",""
"Bridesmaids (2011)","No","","7.000.000","2:05","3.400.000","","","","","","null",""
"Tillu Square","Yes","","6.900.000","2:01","3.400.000","","","","","","null",""
"Agak Laen","Yes","","6.800.000","1:59","3.400.000","","","","","","null",""
"Magic Mike's Last Dance","No","","6.400.000","1:52","3.400.000","","","","","","null",""
"The Foreigner","No","2017-12-15","6.400.000","1:54","3.400.000","","","","","","null",""
"Welcome Home Roscoe Jenkins","No","","6.400.000","1:54","3.400.000","","","","","","null",""
"I Came By","Yes","2022-08-31","6.300.000","1:51","3.400.000","","","","","","null",""
"Love"," Simon","No","","6.300.000","1:51","3.400.000","","","","","null",""
"Ghost Rider","No","","6.200.000","1:50","3.400.000","","","","","","null",""
"Dumb and Dumber (1994)","No","","6.000.000","1:47","3.400.000","","","","","","null",""
"Lyle"," Lyle"," Crocodile","No","","6.000.000","1:47","3.400.000","","","","null",""
"Love Again (2023)","No","","5.900.000","1:44","3.400.000","","","","","","null",""
"Message from the King","No","2017-08-04","5.900.000","1:43","3.400.000","","","","","","null",""
"Heaven Is for Real","No","","5.700.000","1:40","3.400.000","","","","","","null",""
"Sniper: Legacy","No","","5.500.000","1:38","3.400.000","","","","","","null",""
"Beast (English) (2022)","No","","5.300.000","1:33","3.400.000","","","","","","null",""
"The Marine","No","","5.200.000","1:31","3.400.000","","","","","","null",""
"Shaun the Sheep: The Flight Before Christmas","Yes","2021-12-03","1.700.000","0:30","3.400.000","","","","","","null",""
"El infierno","No","","8.100.000","2:29","3.300.000","","","","","","null",""
"Waves (2019)","No","","7.400.000","2:16","3.300.000","","","","","","null",""
"The Mist (2007)","No","","7.000.000","2:06","3.300.000","","","","","","null",""
"The 355","No","","6.800.000","2:02","3.300.000","","","","","","null",""
"Warcraft","No","","6.800.000","2:03","3.300.000","","","","","","null",""
"Think Like a Man","No","","6.700.000","2:02","3.300.000","","","","","","null",""
"Beautiful Rebel // Sei nell'anima","Yes","2024-05-02","6.200.000","1:54","3.300.000","","","","","","null",""
"Dirty Grandpa","No","","6.100.000","1:50","3.300.000","","","","","","null",""
"Resident Evil: The Final Chapter","No","","5.900.000","1:47","3.300.000","","","","","","null",""
"Risen (2016)","No","","5.900.000","1:48","3.300.000","","","","","","null",""
"Trollhunters: Rise of the Titans","Yes","2021-07-21","5.900.000","1:46","3.300.000","","","","","","null",""
"Freaks (2018)","No","","5.800.000","1:45","3.300.000","","","","","","null",""
"Inside Man: Most Wanted","No","","5.800.000","1:46","3.300.000","","","","","","null",""
"My Best Friend's Wedding (1997)","No","","5.700.000","1:45","3.300.000","","","","","","null",""
"The Christmas Chronicles","Yes","2018-11-22","5.700.000","1:45","3.300.000","","","","","","null",""
"How to Train Your Dragon","No","","5.500.000","1:40","3.300.000","","","","","","null",""
"Mechanic: Resurrection","No","","5.500.000","1:39","3.300.000","","","","","","null",""
"Dr. Cheon and the Lost Talisman // 천박사 퇴마 연구소: 설경의 비밀","No","","5.400.000","1:38","3.300.000","","","","","","null",""
"Three Identical Strangers","No","","5.300.000","1:37","3.300.000","","","","","","null",""
"R.I.P.D.","No","","5.200.000","1:36","3.300.000","","","","","","null",""
"Countdown","No","2020-05-14","5.000.000","1:31","3.300.000","","","","","","null",""
"Cloudy with a Chance of Meatballs (2009)","No","","4.900.000","1:30","3.300.000","","","","","","null",""
"Latte and the Magic Waterstone","No","2020-07-31","4.600.000","1:23","3.300.000","","","","","","null",""
"The Wolf of Wall Street","No","","9.700.000","3:00","3.200.000","","","","","","null",""
"Man of Steel","No","","7.700.000","2:23","3.200.000","","","","","","null",""
"Everything Everywhere All at Once","No","","7.400.000","2:19","3.200.000","","","","","","null",""
"The Devil All The Time","Yes","2020-09-16","7.300.000","2:19","3.200.000","","","","","","null",""
"The Woman King","No","","7.300.000","2:15","3.200.000","","","","","","null",""
"The Ballad of Buster Scruggs","Yes","2018-11-16","7.100.000","2:13","3.200.000","","","","","","null",""
"The Zookeeper's Wife","No","","6.800.000","2:07","3.200.000","","","","","","null",""
"The Outsider","Yes","2018-03-09","6.400.000","2:01","3.200.000","","","","","","null",""
"Scream (2022)","No","","6.100.000","1:55","3.200.000","","","","","","null",""
"Yesterday (2019)","No","","6.100.000","1:56","3.200.000","","","","","","null",""
"Blumhouse's Fantasy Island","No","","5.900.000","1:49","3.200.000","","","","","","null",""
"What to Expect When You're Expecting","No","","5.900.000","1:50","3.200.000","","","","","","null",""
"Black and Blue (2019)","No","","5.800.000","1:48","3.200.000","","","","","","null",""
"Street Kings","No","","5.800.000","1:49","3.200.000","","","","","","null",""
"Replicas","No","","5.700.000","1:48","3.200.000","","","","","","null",""
"What's Your Number?","No","","5.700.000","1:46","3.200.000","","","","","","null",""
"After We Collided","No","2020-12-01","5.600.000","1:45","3.200.000","","","","","","null",""
"Anger Management (2003)","No","","5.600.000","1:45","3.200.000","","","","","","null",""
"Ted (2012)","No","","5.600.000","1:46","3.200.000","","","","","","null",""
"Dawn of the Dead (2004)","No","","5.400.000","1:40","3.200.000","","","","","","null",""
"Hope Springs (2012)","No","","5.400.000","1:40","3.200.000","","","","","","null",""
"M3GAN","No","","5.400.000","1:42","3.200.000","","","","","","null",""
"Taxi 5","No","","5.400.000","1:42","3.200.000","","","","","","null",""
"The Princess Switch","Yes","2018-11-16","5.400.000","1:42","3.200.000","","","","","","null",""
"The Wolf and the Lion","No","","5.400.000","1:40","3.200.000","","","","","","null",""
"Man On The Run","Yes","","5.300.000","1:39","3.200.000","","","","","","null",""
"The Volcano: Rescue from Whakaari","Yes","2022-12-16","5.300.000","1:39","3.200.000","","","","","","null",""
"I See You","No","2020-07-09","5.200.000","1:38","3.200.000","","","","","","null",""
"Falling for Christmas","Yes","2022-11-10","5.100.000","1:35","3.200.000","","","","","","null",""
"Gold Brick // Cash","Yes","2023-07-06","5.100.000","1:37","3.200.000","","","","","","null",""
"Neighbors (2014)","No","","5.100.000","1:37","3.200.000","","","","","","null",""
"Last Seen Alive (2022)","No","","5.000.000","1:35","3.200.000","","","","","","null",""
"A Rainy Day in New York","No","","4.900.000","1:32","3.200.000","","","","","","null",""
"Love"," Guaranteed","Yes","2020-09-03","4.900.000","1:31","3.200.000","","","","","null",""
"Paul Blart: Mall Cop","No","","4.900.000","1:31","3.200.000","","","","","","null",""
"Mercy (2023)","No","","4.500.000","1:25","3.200.000","","","","","","null",""
"RRR (Hindi)","No","","9.600.000","3:06","3.100.000","","","","","","null",""
"Transformers: Revenge of the Fallen","No","","7.800.000","2:31","3.100.000","","","","","","null",""
"Kill Boksoon // 길복순","Yes","2023-03-31","7.200.000","2:19","3.100.000","","","","","","null",""
"Kill Bill: Vol. 2","No","","7.000.000","2:17","3.100.000","","","","","","null",""
"Silverado","No","","6.900.000","2:13","3.100.000","","","","","","null",""
"The Pale Blue Eye","Yes","2023-01-06","6.700.000","2:10","3.100.000","","","","","","null",""
"Training Day (2001)","No","","6.300.000","2:02","3.100.000","","","","","","null",""
"Lone Survivor","No","","6.200.000","2:01","3.100.000","","","","","","null",""
"Tears of the Sun","No","","6.200.000","2:01","3.100.000","","","","","","null",""
"Things Heard & Seen","Yes","2021-04-29","6.200.000","2:01","3.100.000","","","","","","null",""
"Greenland","No","","6.100.000","1:59","3.100.000","","","","","","null",""
"I Care a Lot","No","2021-02-19","6.100.000","1:58","3.100.000","","","","","","null",""
"Tyler Perry's Madea's Witness Protection","No","","6.000.000","1:55","3.100.000","","","","","","null",""
"The Informer","No","2020-07-03","5.800.000","1:53","3.100.000","","","","","","null",""
"Como si fuera la primera vez","No","","5.700.000","1:49","3.100.000","","","","","","null",""
"The Dirt","Yes","2019-03-22","5.600.000","1:48","3.100.000","","","","","","null",""
"Beverly Hills Cop III","No","","5.400.000","1:45","3.100.000","","","","","","null",""
"Hard Feelings // Hammerharte Jungs","Yes","2023-05-24","5.400.000","1:43","3.100.000","","","","","","null",""
"The Main Event","Yes","2020-04-10","5.400.000","1:43","3.100.000","","","","","","null",""
"The Last Airbender","No","","5.300.000","1:44","3.100.000","","","","","","null",""
"Love Tactics 2 // Aşk Taktikleri 2","Yes","2023-07-14","5.100.000","1:39","3.100.000","","","","","","null",""
"Salt (2010)","No","","5.100.000","1:40","3.100.000","","","","","","null",""
"Proud Mary","No","","4.600.000","1:29","3.100.000","","","","","","null",""
"The Babysitter","Yes","2017-10-13","4.400.000","1:26","3.100.000","","","","","","null",""
"The Benchwarmers","No","","4.400.000","1:26","3.100.000","","","","","","null",""
"Unknown: Cosmic Time Machine","Yes","2023-07-24","3.400.000","1:05","3.100.000","","","","","","null",""
"The Last Kids on Earth: Happy Apocalypse to You","Yes","2021-04-06","1.400.000","0:27","3.100.000","","","","","","null",""
"The Godfather","No","","8.900.000","2:58","3.000.000","","","","","","null",""
"Leo (Hindi) (2023)","No","","8.100.000","2:42","3.000.000","","","","","","null",""
"Batman Begins","No","","7.000.000","2:20","3.000.000","","","","","","null",""
"The Matrix Reloaded","No","","7.000.000","2:18","3.000.000","","","","","","null",""
"The Talented Mr. Ripley","No","","7.000.000","2:19","3.000.000","","","","","","null",""
"Rurouni Kenshin: The Beginning // るろうに剣心 最終章 The Beginning","Yes","2021-07-30","6.800.000","2:18","3.000.000","","","","","","null",""
"Recep Ivedik 7 // Recep İvedik 7","No","","6.700.000","2:13","3.000.000","","","","","","null",""
"Green Book","No","","6.500.000","2:10","3.000.000","","","","","","null",""
"The Reader","No","","6.300.000","2:04","3.000.000","","","","","","null",""
"Jaws","No","","6.100.000","2:04","3.000.000","","","","","","null",""
"The First Slam Dunk","No","","6.100.000","2:04","3.000.000","","","","","","null",""
"The Takedown // Loin du périph","Yes","2022-05-06","6.100.000","2:01","3.000.000","","","","","","null",""
"47 Ronin (2013)","No","","6.000.000","2:01","3.000.000","","","","","","null",""
"Medieval","No","","6.000.000","2:00","3.000.000","","","","","","null",""
"May December","No","2023-12-01","5.900.000","1:57","3.000.000","","","","","","null",""
"Total Recall (2012)","No","","5.900.000","1:58","3.000.000","","","","","","null",""
"Mrs. Harris Goes to Paris","No","","5.800.000","1:56","3.000.000","","","","","","null",""
"American Made","No","","5.700.000","1:55","3.000.000","","","","","","null",""
"8 Mile","No","","5.600.000","1:51","3.000.000","","","","","","null",""
"Fear Street Part 2: 1978","Yes","2021-07-09","5.500.000","1:51","3.000.000","","","","","","null",""
"Masterpiece Contemporary: Page Eight","No","","5.200.000","1:43","3.000.000","","","","","","null",""
"Like Mike","No","","5.000.000","1:40","3.000.000","","","","","","null",""
"My Son (2021)","No","","4.800.000","1:36","3.000.000","","","","","","null",""
"After Ever Happy","No","2022-09-29","4.700.000","1:35","3.000.000","","","","","","null",""
"Sleepless (2017)","No","","4.700.000","1:35","3.000.000","","","","","","null",""
"Catering Christmas","No","","4.300.000","1:26","3.000.000","","","","","","null",""
"Gnome Alone","No","2018-10-19","4.300.000","1:26","3.000.000","","","","","","null",""
"Sara - Imagination and Discoveries // Sara - Imaginação e Descobertas","No","","2.400.000","0:48","3.000.000","","","","","","null",""
"OMG 2","Yes","","7.500.000","2:35","2.900.000","","","","","","null",""
"Shake"," Rattle & Roll Extreme","Yes","","7.100.000","2:27","2.900.000","","","","","null",""
"Warrior (2011)","No","","6.700.000","2:20","2.900.000","","","","","","null",""
"DeAr","No","","6.400.000","2:12","2.900.000","","","","","","null",""
"Ghostbusters: Afterlife","No","","5.900.000","2:04","2.900.000","","","","","","null",""
"The Outpost (2020)","No","","5.900.000","2:03","2.900.000","","","","","","null",""
"The In Between","No","2022-04-08","5.800.000","1:58","2.900.000","","","","","","null",""
"To Catch a Killer (2023)","No","","5.800.000","1:59","2.900.000","","","","","","null",""
"Das perfekte Geheimnis","No","","5.700.000","2:00","2.900.000","","","","","","null",""
"Deliver Us from Evil (2014)","No","","5.700.000","1:59","2.900.000","","","","","","null",""
"Tin & Tina","Yes","2023-05-26","5.700.000","2:00","2.900.000","","","","","","null",""
"Sajini Shinde Ka Viral Video // सजनी शिंदे का वायरल वीडियो","Yes","","5.500.000","1:54","2.900.000","","","","","","null",""
"Schumacher","Yes","2021-09-15","5.500.000","1:53","2.900.000","","","","","","null",""
"Pineapple Express","No","","5.400.000","1:52","2.900.000","","","","","","null",""
"The Lost Husband","No","","5.400.000","1:50","2.900.000","","","","","","null",""
"Places in the Heart","No","","5.300.000","1:51","2.900.000","","","","","","null",""
"Bank of Dave","No","2023-01-16","5.100.000","1:47","2.900.000","","","","","","null",""
"Fall (2022)","No","","5.100.000","1:47","2.900.000","","","","","","null",""
"Keeping Up with the Joneses (2016)","No","","5.100.000","1:46","2.900.000","","","","","","null",""
"Miss Bala (2019)","No","","5.000.000","1:44","2.900.000","","","","","","null",""
"The Babysitter: Killer Queen","Yes","2020-09-10","5.000.000","1:42","2.900.000","","","","","","null",""
"A Walk to Remember","No","","4.900.000","1:42","2.900.000","","","","","","null",""
"No Escape (2015)","No","","4.900.000","1:43","2.900.000","","","","","","null",""
"Seventh Son","No","","4.900.000","1:42","2.900.000","","","","","","null",""
"Nappily Ever After","Yes","2018-09-21","4.800.000","1:39","2.900.000","","","","","","null",""
"Smokey and the Bandit","No","","4.600.000","1:36","2.900.000","","","","","","null",""
"Fatal Affair","Yes","2020-07-16","4.400.000","1:30","2.900.000","","","","","","null",""
"Mr Bean's Holiday","No","","4.400.000","1:30","2.900.000","","","","","","null",""
"Underworld: Blood Wars","No","","4.400.000","1:32","2.900.000","","","","","","null",""
"Anaconda","No","","4.300.000","1:29","2.900.000","","","","","","null",""
"Blue Lagoon: The Awakening","No","","4.300.000","1:30","2.900.000","","","","","","null",""
"Benji","Yes","2018-03-16","4.200.000","1:27","2.900.000","","","","","","null",""
"Crank","No","","4.200.000","1:28","2.900.000","","","","","","null",""
"El paseo 7","No","","4.200.000","1:28","2.900.000","","","","","","null",""
"No One Gets Out Alive","Yes","2021-09-29","4.200.000","1:27","2.900.000","","","","","","null",""
"The Accidental Twins // Hermanos por accidente","Yes","2024-06-20","4.100.000","1:25","2.900.000","","","","","","null",""
"The Animal","No","","4.000.000","1:23","2.900.000","","","","","","null",""
"The Devil on Trial","Yes","2023-10-17","3.900.000","1:22","2.900.000","","","","","","null",""
"Inside the Mind of a Cat","Yes","2022-08-18","3.300.000","1:08","2.900.000","","","","","","null",""
"Pinkfong Sing-Along Movie 3: Catch the Gingerbread Man // 핑크퐁 시네마 콘서트 3: 진저브레드맨을 잡아라","Yes","","3.100.000","1:05","2.900.000","","","","","","null",""
"Ivy + Bean: The Ghost That Had to Go","Yes","2022-09-02","2.900.000","1:01","2.900.000","","","","","","null",""
"You vs. Wild: Out Cold","No","2021-09-14","1.200.000","0:25","2.900.000","","","","","","null",""
"Harry Potter and the Chamber of Secrets","No","","7.400.000","2:41","2.800.000","","","","","","null",""
"The Dark Knight (2008)","No","","7.200.000","2:32","2.800.000","","","","","","null",""
"Jack Reacher","No","","6.000.000","2:10","2.800.000","","","","","","null",""
"The Forgotten Battle // De Slag om de Schelde","Yes","2021-10-15","6.000.000","2:07","2.800.000","","","","","","null",""
"Operation Finale","Yes","2018-10-03","5.800.000","2:04","2.800.000","","","","","","null",""
"Southpaw (2015)","No","","5.800.000","2:04","2.800.000","","","","","","null",""
"They Cloned Tyrone","Yes","2023-07-21","5.700.000","2:04","2.800.000","","","","","","null",""
"You've Got Mail","No","","5.600.000","1:59","2.800.000","","","","","","null",""
"Annihilation","No","2018-03-12","5.400.000","1:55","2.800.000","","","","","","null",""
"God's Not Dead","No","","5.200.000","1:53","2.800.000","","","","","","null",""
"Top Gun","No","","5.200.000","1:50","2.800.000","","","","","","null",""
"Night Teeth","Yes","2021-10-20","5.100.000","1:49","2.800.000","","","","","","null",""
"Miracles from Heaven","No","","5.000.000","1:49","2.800.000","","","","","","null",""
"Hubie Halloween","Yes","2020-10-07","4.900.000","1:44","2.800.000","","","","","","null",""
"Kiki’s Delivery Service // 魔女の宅急便","No","","4.800.000","1:44","2.800.000","","","","","","null",""
"My Oni Girl // 好きでも嫌いなあまのじゃく","Yes","2024-05-24","4.800.000","1:44","2.800.000","","","","","","null",""
"Ride Along 2","No","","4.700.000","1:42","2.800.000","","","","","","null",""
"Annabelle","No","","4.600.000","1:39","2.800.000","","","","","","null",""
"Don't Breathe 2","No","","4.600.000","1:38","2.800.000","","","","","","null",""
"First Sunday","No","","4.600.000","1:38","2.800.000","","","","","","null",""
"The Fundamentals of Caring","Yes","2016-06-24","4.600.000","1:37","2.800.000","","","","","","null",""
"10 Days With Dad // 10 Jours Sans Maman","No","","4.500.000","1:38","2.800.000","","","","","","null",""
"Restless // Sans répit","Yes","2022-02-25","4.500.000","1:37","2.800.000","","","","","","null",""
"A Second Chance:  Rivals!","Yes","2021-07-23","4.200.000","1:29","2.800.000","","","","","","null",""
"Jade","No","","4.200.000","1:29","2.800.000","","","","","","null",""
"The Tiger's Apprentice","No","","3.900.000","1:24","2.800.000","","","","","","null",""
"Unknown: The Lost Pyramid","Yes","2023-07-03","3.900.000","1:24","2.800.000","","","","","","null",""
"Scary Movie 2","No","","3.800.000","1:22","2.800.000","","","","","","null",""
"Interstellar","No","","7.500.000","2:49","2.700.000","","","","","","null",""
"22 July","Yes","2018-10-10","6.400.000","2:24","2.700.000","","","","","","null",""
"Mystic River","No","","6.300.000","2:18","2.700.000","","","","","","null",""
"C’è ancora domani","No","","5.400.000","1:58","2.700.000","","","","","","null",""
"The Book of Eli","No","","5.400.000","1:58","2.700.000","","","","","","null",""
"The Pursuit of Happyness (2006)","No","","5.300.000","1:57","2.700.000","","","","","","null",""
"The Nice Guys","No","","5.200.000","1:56","2.700.000","","","","","","null",""
"The Week Of","Yes","2018-04-27","5.200.000","1:57","2.700.000","","","","","","null",""
"The Girl in the Spider's Web","No","","5.100.000","1:55","2.700.000","","","","","","null",""
"Eight for Silver","No","","5.000.000","1:52","2.700.000","","","","","","null",""
"An Unfinished Life","No","","4.800.000","1:48","2.700.000","","","","","","null",""
"Below Zero // Bajocero","Yes","2021-01-29","4.800.000","1:47","2.700.000","","","","","","null",""
"Maid in Manhattan","No","","4.800.000","1:45","2.700.000","","","","","","null",""
"A Life Too Short: The Isabella Nardoni Case // Isabella: o Caso Nardoni","Yes","2023-08-17","4.700.000","1:45","2.700.000","","","","","","null",""
"Nobody Sleeps in the Woods Tonight // W lesie dziś nie zaśnie nikt","Yes","2020-03-20","4.600.000","1:43","2.700.000","","","","","","null",""
"Mama (2013)","No","","4.500.000","1:40","2.700.000","","","","","","null",""
"Screw Mickiewicz // Piep*zyć Mickiewicza","No","","4.500.000","1:41","2.700.000","","","","","","null",""
"Honest Thief","No","","4.400.000","1:38","2.700.000","","","","","","null",""
"Kung Fu Hustle // 功夫","No","","4.400.000","1:39","2.700.000","","","","","","null",""
"Stolen Vacation // Viaje todo robado","Yes","","4.200.000","1:32","2.700.000","","","","","","null",""
"Tonight You're Sleeping with Me // Dzisiaj śpisz ze mną","Yes","2023-03-01","4.200.000","1:33","2.700.000","","","","","","null",""
"Big Fat Liar","No","","4.000.000","1:28","2.700.000","","","","","","null",""
"Prey","Yes","2021-09-10","3.900.000","1:27","2.700.000","","","","","","null",""
"The Autopsy of Jane Doe","No","","3.900.000","1:26","2.700.000","","","","","","null",""
"Fall Into Winter","No","","3.700.000","1:23","2.700.000","","","","","","null",""
"Dragons: Rescue Riders: Hunt for the Golden Dragon","Yes","2020-03-27","2.100.000","0:46","2.700.000","","","","","","null",""
"True: Winter Wishes","Yes","2019-11-26","2.000.000","0:45","2.700.000","","","","","","null",""
"Oppenheimer (2023)","No","","7.800.000","3:00","2.600.000","","","","","","null",""
"The Pianist (2002)","No","","6.500.000","2:29","2.600.000","","","","","","null",""
"Harry Potter and the Prisoner of Azkaban","No","","6.100.000","2:22","2.600.000","","","","","","null",""
"Bohemian Rhapsody","No","","5.800.000","2:15","2.600.000","","","","","","null",""
"Godzilla: King of the Monsters","No","","5.800.000","2:12","2.600.000","","","","","","null",""
"Greater","No","","5.600.000","2:11","2.600.000","","","","","","null",""
"Heaven in Hell","No","","5.200.000","2:00","2.600.000","","","","","","null",""
"Blood Vessel","Yes","2023-12-08","5.100.000","1:59","2.600.000","","","","","","null",""
"Elite Squad // Tropa de Elite","No","","5.000.000","1:55","2.600.000","","","","","","null",""
"Lost in Perfection // 惡女 // 恶女","Yes","","4.900.000","1:54","2.600.000","","","","","","null",""
"Whiplash (2014)","No","","4.700.000","1:47","2.600.000","","","","","","null",""
"First Daughter","No","","4.600.000","1:46","2.600.000","","","","","","null",""
"The Chalk Line // Jaula","No","2022-10-24","4.600.000","1:46","2.600.000","","","","","","null",""
"The Edge of Seventeen","No","","4.600.000","1:46","2.600.000","","","","","","null",""
"Too Old for Fairy Tales // Za duży na bajki","Yes","2022-07-18","4.600.000","1:46","2.600.000","","","","","","null",""
"Go Karts","Yes","2020-03-13","4.500.000","1:42","2.600.000","","","","","","null",""
"Holidate","Yes","2020-10-28","4.500.000","1:45","2.600.000","","","","","","null",""
"Revolver (2005)","No","","4.500.000","1:44","2.600.000","","","","","","null",""
"Take Care of Maya","Yes","2023-06-19","4.500.000","1:44","2.600.000","","","","","","null",""
"In the Tall Grass","Yes","2019-10-04","4.400.000","1:42","2.600.000","","","","","","null",""
"THE CRAZIES (2010)","No","","4.400.000","1:41","2.600.000","","","","","","null",""
"The Hangover: Part II","No","","4.400.000","1:42","2.600.000","","","","","","null",""
"After We Fell","No","2021-10-21","4.300.000","1:39","2.600.000","","","","","","null",""
"Ava","No","2020-11-30","4.200.000","1:37","2.600.000","","","","","","null",""
"Brazen","Yes","2022-01-13","4.200.000","1:36","2.600.000","","","","","","null",""
"That's Amor","Yes","2022-08-25","4.200.000","1:36","2.600.000","","","","","","null",""
"Masterminds (2016)","No","","4.100.000","1:35","2.600.000","","","","","","null",""
"Riverdance: The Animated Adventure","No","2022-01-14","4.000.000","1:34","2.600.000","","","","","","null",""
"Rush Hour 3","No","","4.000.000","1:31","2.600.000","","","","","","null",""
"Poms","No","2019-07-12","3.900.000","1:31","2.600.000","","","","","","null",""
"The Soccer Football Movie","Yes","2022-11-09","3.200.000","1:13","2.600.000","","","","","","null",""
"GO! The Unforgettable Party // GO! La fiesta inolvidable","No","2019-11-14","2.600.000","1:00","2.600.000","","","","","","null",""
"Mighty Express: Mighty Trains Race","Yes","2022-12-05","1.100.000","0:25","2.600.000","","","","","","null",""
"Mighty Little Bheem: I Love Taj Mahal","Yes","2022-05-30","900.000","0:21","2.600.000","","","","","","null",""
"Scarface","No","","7.100.000","2:50","2.500.000","","","","","","null",""
"The English Patient","No","","6.700.000","2:42","2.500.000","","","","","","null",""
"Khufiya // खुफ़िया","Yes","2023-10-05","6.500.000","2:39","2.500.000","","","","","","null",""
"Apollo 13","No","","5.800.000","2:20","2.500.000","","","","","","null",""
"Shastry Virudh Shastry // शास्त्री विरुद्ध शास्त्री","Yes","","5.800.000","2:19","2.500.000","","","","","","null",""
"Shutter Island","No","","5.800.000","2:19","2.500.000","","","","","","null",""
"Harriet","No","","5.300.000","2:06","2.500.000","","","","","","null",""
"The Pirates: The Last Royal Treasure // 해적: 도깨비 깃발","Yes","2022-03-02","5.300.000","2:06","2.500.000","","","","","","null",""
"Sicario (2015)","No","","5.100.000","2:01","2.500.000","","","","","","null",""
"Charlie's Angels (2019)","No","","5.000.000","1:59","2.500.000","","","","","","null",""
"Spider-Man (2002)","No","","5.000.000","2:01","2.500.000","","","","","","null",""
"1917","No","","4.900.000","1:59","2.500.000","","","","","","null",""
"Crazy"," Stupid"," Love.","No","","4.900.000","1:58","2.500.000","","","","null",""
"Fatal Attraction (1987)","No","","4.900.000","1:59","2.500.000","","","","","","null",""
"Miss Shampoo // 請問，還有哪裡需要加強 // 请问，还有哪里需要加强","Yes","2023-12-28","4.900.000","2:00","2.500.000","","","","","","null",""
"Rogue City // Bronx","No","2020-10-30","4.900.000","1:56","2.500.000","","","","","","null",""
"The Imitation Game (2014)","No","","4.800.000","1:54","2.500.000","","","","","","null",""
"Citizen of a Kind // 시민덕희","No","","4.700.000","1:54","2.500.000","","","","","","null",""
"The Change-Up","No","","4.700.000","1:53","2.500.000","","","","","","null",""
"The Commuter","No","","4.400.000","1:44","2.500.000","","","","","","null",""
"Uma fada veio me visitar","No","","4.300.000","1:42","2.500.000","","","","","","null",""
"Company of Heroes","No","","4.200.000","1:41","2.500.000","","","","","","null",""
"Aladdin 2 // Alad'2","No","","4.100.000","1:38","2.500.000","","","","","","null",""
"Father of the Year","Yes","2018-07-20","4.000.000","1:35","2.500.000","","","","","","null",""
"The Catcher Was a Spy","No","","4.000.000","1:35","2.500.000","","","","","","null",""
"The Ritual","No","2018-02-09","4.000.000","1:35","2.500.000","","","","","","null",""
"Arrietty // 借りぐらしのアリエッティ","No","","3.900.000","1:35","2.500.000","","","","","","null",""
"Jigsaw (2017)","No","","3.900.000","1:32","2.500.000","","","","","","null",""
"The Beguiled (2017)","No","","3.900.000","1:34","2.500.000","","","","","","null",""
"The Engineer","No","","3.800.000","1:33","2.500.000","","","","","","null",""
"Don't Breathe (2016)","No","","3.700.000","1:29","2.500.000","","","","","","null",""
"Private Lesson // Özel Ders","Yes","2022-12-16","3.700.000","1:29","2.500.000","","","","","","null",""
"Escape Room: Tournament Of Champions","No","","3.600.000","1:28","2.500.000","","","","","","null",""
"National Security (2003)","No","","3.600.000","1:28","2.500.000","","","","","","null",""
"Barbie Big City Big Dreams","No","","2.600.000","1:03","2.500.000","","","","","","null",""
"Blippi's School Supply Scavenger Hunt","Yes","","1.600.000","0:39","2.500.000","","","","","","null",""
"Mighty Express: Train Trouble","Yes","2022-01-18","1.100.000","0:26","2.500.000","","","","","","null",""
"Blade Runner 2049","No","","6.600.000","2:44","2.400.000","","","","","","null",""
"Spider-Man: No Way Home (Extended Version)","No","","6.400.000","2:37","2.400.000","","","","","","null",""
"Creation of the Gods I: Kingdom of Storms // 封神第一部: 朝歌风云","No","","6.000.000","2:28","2.400.000","","","","","","null",""
"13 Bombs // 13 Bom Di Jakarta","No","","5.700.000","2:24","2.400.000","","","","","","null",""
"12.12: The Day // 서울의 봄","No","","5.600.000","2:22","2.400.000","","","","","","null",""
"Little Women (2019)","No","","5.400.000","2:15","2.400.000","","","","","","null",""
"Shazam! (2019)","No","","5.300.000","2:12","2.400.000","","","","","","null",""
"Beyond the Universe // Depois do Universo","Yes","2022-10-27","5.200.000","2:08","2.400.000","","","","","","null",""
"The Notebook (2004)","No","","5.000.000","2:04","2.400.000","","","","","","null",""
"Instructions Not Included // No se aceptan devoluciones","No","","4.800.000","2:02","2.400.000","","","","","","null",""
"It's Complicated","No","","4.700.000","2:00","2.400.000","","","","","","null",""
"S.W.A.T. (2003)","No","","4.700.000","1:57","2.400.000","","","","","","null",""
"30 Days of Night","No","","4.600.000","1:53","2.400.000","","","","","","null",""
"Instant Daddy","No","","4.600.000","1:53","2.400.000","","","","","","null",""
"Maudie","No","","4.600.000","1:56","2.400.000","","","","","","null",""
"Never Back Down","No","","4.600.000","1:53","2.400.000","","","","","","null",""
"Dark Shadows (2012)","No","","4.500.000","1:53","2.400.000","","","","","","null",""
